,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
843,cOFWh_4d_sU,Samuraj Programowania,JavaScript - skrolowanie strony i efekt paska postępu,"Skrolowanie strony i JavaScript? Oczywiście! JavaScript powstał jako język zdarzeń i zmian na stronie internetowej Dziś JavaScript to pełnoprawny i zdolny do niemal wszystkiego język programowania, ale jego możliwości związane z obsługą zdarzeń na stronie (np. click, resize, dblclick, mousemove, keydown czy dzisiejsza propozycja scroll) są wciąż w powszechnym użyciu. 
Naukę JavaScript warto więc także prowadzić ingerując w DOM (czyli Document Object Model, będący wytworem naszego pliku html). Choć nie jest to zaawansowane programowanie, to jednak pozwala nam poznać podstawowe koncepty i przyzwyczaić się do składni JavaScript.


Zobacz też 50 projektów w 50 tygodni oraz Kurs JavaScript (teoria) od podstaw dostępne na kanale Samuraj Programowania.
#javascript

Jeśli preferujesz naukę na stacjonarnych kursach gdzie masz bezpośredni kontakt z trenerem to zapraszam Cię na organizowane przeze mnie kursy JavaScript, React i Node w Warszawie, Krakowie, Łodzi, Wrocławiu, Poznaniu i Gdańsku. Zobacz szczegóły na http://websamuraj.pl

Blog Natalii: http://bedeprogramistka.pl

Czego się nauczysz z tego filmu? Przede wszystkim kilka istotnych właściwości  JavaScript i DOM dotyczących przewijania strony. Przypomnisz sobie też trochę matematyki niezbędnej do dokonania obliczeń. Oczywiście wszystko to w JavaScript.

Projekt dostępny tutaj:
https://codepen.io/websamuraj/pen/NXrXKV","['javascript', 'addeventlistener', 'scroll', 'funkcje', 'DOm', 'javascript i skrolowanie', 'będę programistką', 'programowanie w javascript', 'kurs javascript']",2017-12-21T10:09:47Z,11192,280,,37,PT22M58S,hd,false
844,DQuOCFWXAPk,Samuraj Programowania,Program do rysowania w JavaScript - wersja uboga ;),"Zapraszam do treningu JavaScript. Tym razem przed nami prosta, uboga, ale pouczająca wersja programu do rysowania na ekranie przeglądarki. 

Zobacz kod źródłowy projektu na codepen: https://codepen.io/websamuraj/pen/WdNYWd

Zajrzyj też na moje kursy stacjonarne z javascript (front i backend) na http://websamuraj.pl  

Jeśli masz ochotę przystąp do wyzwania (nauka javascript) na blogu Natalii to zapraszam: http://bedeprogramistka.pl/ 
Wyzwanie dostępne tutaj: http://bedeprogramistka.pl/wyzwanie-javascript-od-podstaw/

Jak szukać pracy będąc początkujacym webdeveloperem:
https://www.linkedin.com/pulse/jak-szuka%C4%87-pracy-3-miejsca-w-sieci-dla-programist%C3%B3w-borowczyk/

Zapraszam do nauki JavaScript i CSS na kanale Samuraj Programowania.","['programowanie', 'kurs', 'prosty projekt', 'projekt javascript', 'DOM javascript', 'paint w javascript', 'rysowanie w javascript']",2017-12-13T17:52:02Z,11337,306,,46,PT20M16S,hd,false
845,xnJiVk2ytIM,Samuraj Programowania,Losowanie liczb - program loteria w JavaScript,"Program losujący – czyli loteria na chybił trafił. Jak zrobić program, który wylosuje 6 liczb, przy czym liczby te nie będą się powtarzać i nie da się wylosować więcej niż 6 liczb. Piszemy oczywiście w JavaScript. Używamy zmiennych, funkcji, tablic oraz instrukcji warunkowych i pętli. Pobieramy element z DOM, ustawiamy nasłuchiwanie i tworzymy nowy element.

Projekt programu z komentarzami: https://codepen.io/websamuraj/pen/xPeYNO 

Kursy stacjonarny: http://websamuraj.pl 
-----
Blog Natalii http://bedeprogramistka.pl/ 
Wyzwanie http://bedeprogramistka.pl/wyzwanie-javascript-od-podstaw/
Grupa dla tego wyzwania na facebook: https://web.facebook.com/groups/nauka.programowania 
-----
Kurs Java Michał Gellert na Udemy
https://www.michalgellert.pl/blog/stworzylem-kurs-udemy-praktyczny-podstawowy-kurs-android/
https://www.udemy.com/praktyczny-podstawowy-kurs-programowania-android/?couponCode=DLA_WEBSAMURAJ 

#javascript","['programowanie', 'javascript', 'samuraj programowania', 'funkcje javascript', 'pętle javascript', 'instrukcje warunkowe', 'program do losowania', 'math.random']",2017-12-06T07:30:03Z,19331,388,,67,PT35M3S,hd,false
846,5nLlXbi04Pc,Samuraj Programowania,"Strona nie tylko na desktop, ale i na mobile. Media Queries. Robimy stronę #8","8 część serii landing page od zera. Tym razem skupiamy się na praktycznym wymiarze media queries czyli po prostu napiszemy trochę kodu w CSS :)

Zajrzyj też na mój nowy film na kanale websamuraj o tym jak rozliczać projekty dla klientów bez zakładania działalności gospodarczej (czyli jako freelancer). 
https://youtu.be/4xWR-nuE5sA

Z uwagi na różne pilne sprawy w najbliższym tygodniu prawdopodobnie nie będę miał czasu nagrać na Samuraj Programowania żadnego filmu. Udanego tygodnia!


Cała playlista: https://www.youtube.com/watch?v=P1DXymmSq7U&list=PLTs20Q-BTEMMtMQ-mKNNLbzWbF3Tz8WUX

Jeśli masz konto na LinkedIn dodaj mnie do kontaktów:
https://www.linkedin.com/in/bartlomiej-borowczyk
Ps. Jeśli nie masz konto to załóż sobie, bo może CI to pomóc znaleźć pracę czy klientów.

Zapisz się na newsletter dla webdeveloperów i programistów na http://websamuraj.pl
 
Muzyka: https://soundcloud.com/a-himitsu","['kurs', 'css', 'media queries', 'kurs strona od zera', 'zapytania o media w css', 'css na mobile', 'projekt www na smartofna']",2017-09-24T15:55:39Z,18931,325,,89,PT15M53S,hd,false
847,kc-3RBzScBY,Samuraj Programowania,Responsive Web Design - jak to ugryźć. Strona od zera #7,"Responsive Web Design. Jak tworzyć strony na urzadzenia mobilne. 7 część naszej strony.

Newsletter: http://websamuraj.pl
Kanał Websamuraj na YT: https://www.youtube.com/c/webSamuraj

Całą playlista: https://www.youtube.com/playlist?list=PLTs20Q-BTEMMtMQ-mKNNLbzWbF3Tz8WUX

Temat odcinka: Responsive Web Design czyli jak projektować i tworzyć strony responsywne (strony na przeglądarki mobilne).","['webmaster', 'tutorial', 'responsywne', 'rwd', 'responsive web design', 'strony mobilne', 'media queries']",2017-09-22T17:24:34Z,20268,446,,42,PT19M55S,hd,false
848,V77qvC2PBoI,Samuraj Programowania,jQuery - animacja przesuwania. Seria Landing Page #6,"Ten odcinek to wprowadzenie do jQuery w naszym projekcie. Dzisiaj po raz pierwszy wykorzystamy jQuery na naszej stronie landing page. Zrobimy to dla potrzeb animacji przemieszczenia się strony na ekranie (w istocie skrolowania do innej sekcji strony).

Uwaga!  W projekcie odwołuję się $(""body"") a powinienem $(""body, html""), czyli należy wskazać dwa elementy, bo przy samym body animacja nie zawsze zadziała (na wielu przeglądarkach nie zadziała). Uwzględnij to w swoim projekcie, bo ja zapomniałem o tym niestety wspomnieć na koniec.  //Od 15 minuty filmu

Jeśli Ci się podoba kliknij lajka. To motywuje do nagrywania. :] 

Paczka do pobrania: http://websamuraj.pl/projekt-landing/v6.zip
(pamietaj o uwadze wyzej bo paczka zawiera wersje z filmu).

#jQuery

W filmie pokazałem też w jaki sposób odwołać się do elementu DOM za pomocą jQuery a jak zrobić to w czystym JavaScript. Również przykład ustawienia nasłuchiwania zarówno w jQuery (metoda ""on"") jak i JavaScript (metoda ""addEventListener"").

--
Filmy na kanale Samuraj Programowania to zazwyczaj dwa wideo w tygodniu (chyba, ze mam więcej czas lub mniej wtedy +/- 1). Zapraszam do subskrybowania, komentowania i oceniania filmu.","['kurs', 'jquery', 'animacja', 'animate jquery', 'strona od zera', 'jak zrobić stronę www', 'dodawanie jQuery', 'po co jQuery']",2017-09-19T17:05:56Z,25304,583,,78,PT22M33S,hd,false
849,DXu7L5CRojg,Samuraj Programowania,"Animowana strzałka, prefiksy i nachodzenie elementów - strona internetowa #5","Tworzymy prostą, ale responsywną i zawierajacą animacje stronę internetową. W projekcie wykorzystujemy html, css i jQuery.
W tym odcinku:
- nachodzenie elementów (sekcji) na siebie
- animowanie strzałki (call to action)
- prefixy ogólnie i jak stosować w brackets

Zapraszam na kursy stacjonarne w Warszawie i Łodzi: http://websamuraj.pl","['kurs', 'tutorial', 'css aniamtion', 'prefiksy', 'kurs css', 'kurs stron od zera']",2017-09-14T17:58:26Z,22590,579,,66,PT23M11S,hd,false
850,8UMfN_YgTBI,Samuraj Programowania,Strona internetowa - info dla początkujących #4,"4 odcinek naszego kursu landing page od zera. Tym razem nie napiszemy nowego kodu a pogadamy o tym co zrobiliśmy do tej pory. Materiał nieobowiązkowy dla osób, które coś już potrafią :)

Zapraszam na stacjonarne kursy w Warszawie i Łodzi http://websamuraj.pl

--
Całe seria:
https://www.youtube.com/watch?v=P1DXymmSq7U&list=PLTs20Q-BTEMMtMQ-mKNNLbzWbF3Tz8WUX

Strona na tym etapie do obejrzenia na:
http://websamuraj.pl/projekt-landing/v1/ 
Plik z cała stroną (do tego etapu) do pobrania tutaj: goo.gl/wuYXFL

W kolejnym materiale kodujemy.

Podczas tej serii robimy Twoją stronkę prywatną. Początek Twojego portfolio :) Stronę tworzymy od zera, ale pewne zagadnienia mogą być dla Ciebie niezrozumiałe. Część wytłumaczę w kolejnym filmie, ale część wymaga obejrzenia innych filmów.

Jeśli jest za trudne dla Ciebie, to zrób w kolejności:
1. - Seria filmów kompletnie od zera. Możesz pominąć pierwszy film (7 filmów pozostałych trzeba zobaczyć). https://www.youtube.com/watch?v=hRtMPOSLAVo&list=PLTs20Q-BTEMNcQ0yXs140XuRe7kEyvtK4 
2. Pierwsza prosta strona www, którą robimy wspólnie (4 filmy) - https://www.youtube.com/watch?v=TZMVsQkDs58&list=PLTs20Q-BTEMMr0QfJorv_ccuiYwIXOTZL
3. Zasady działania selektorów i css (3 filmy): https://www.youtube.com/watch?v=1Dxf9ZFER4I&list=PLTs20Q-BTEMPrVIKGsXDKL5cbvIaWayXj

--
Muzyka w filmie https://soundcloud.com/a-himitsu","['kurs', 'landing page', 'strona internetowa', 'podstawy stron www', 'kursy stacjonarne', 'kursy warszawa']",2017-09-12T16:53:23Z,15138,468,,51,PT27M38S,hd,false
851,NbXRDSjvWp8,Samuraj Programowania,Projekt neon - animacja w CSS i sterowanie w JavaScript,"Trening dla początkującego web developera

Drugi z 50 projektów w ramach nierozpoczętego jeszcze oficjalnie cyklu 50 projektów w 50 tygodni ;)

Lista projektów (CSS i JavaScript):
https://www.youtube.com/watch?v=pxicp-1Te4M&list=PLTs20Q-BTEMNypfbXWdgiWzKK2mIRtlZR

Cały kod tutaj: https://codepen.io/websamuraj/pen/XaLOyW

Zapisz się na newsletter na websamuraj.pl

#javascript #webdeveloper #css","['kurs', 'tutorial', 'javascript', 'css', 'animacja css', 'click javascript']",2017-09-08T18:18:47Z,16527,384,,48,PT29M35S,hd,false
852,VjiDHQnEnq0,Samuraj Programowania,Własna stronka od zera - responsywność #3,"Robimy stronę na mobile. Uczymy się wykorzystania media queries.

Strona na tym etapie do obejrzenia na:
http://websamuraj.pl/projekt-landing/v1/ 
Plik z cała stroną (do tego etapu) do pobrania tutaj: goo.gl/wuYXFL

W kolejnym materiale wyjaśnie sporo rzeczy początkującym  :)

Ps. podobno mówię na ::after w filmie pseudo klasa. Zgodnie z nazewnictwem to pseudo element. Pseudo klasa to np. :hover.

Robimy Twoją stronkę prywatną. Początek Twojego portfolio :) Stronę tworzymy od zera, ale pewne zagadnienia mogą być dla Ciebie niezrozumiałe. Część wytłumaczę w kolejnym filmie, ale część wymaga obejrzenia innych filmów.

Jeśli jest za trudne dla Ciebie, to zrób w kolejności:
1. - Seria filmów kompletnie od zera. Możesz pominąć pierwszy film (7 filmów pozostałych trzeba zobaczyć). https://www.youtube.com/watch?v=hRtMPOSLAVo&list=PLTs20Q-BTEMNcQ0yXs140XuRe7kEyvtK4 
2. Pierwsza prosta strona www, którą robimy wspólnie (4 filmy) - https://www.youtube.com/watch?v=TZMVsQkDs58&list=PLTs20Q-BTEMMr0QfJorv_ccuiYwIXOTZL
3. Zasady działania selektorów i css (3 filmy): https://www.youtube.com/watch?v=1Dxf9ZFER4I&list=PLTs20Q-BTEMPrVIKGsXDKL5cbvIaWayXj

--
Skoro już zaglądasz tutaj zajrzyj na http://websamuraj.pl  Możemy uczyć się razem stacjonarnie.
--
Muzyka w filmie https://soundcloud.com/a-himitsu","['kurs', 'landing page', 'prosta strona jak zrobić', 'strona na mobile', 'jak zrobić responsywną', 'strona responsywna', 'strona mobilna']",2017-09-07T15:50:45Z,33989,659,,81,PT24M56S,hd,false
853,qubVv2XC0m4,Samuraj Programowania,Twoja strona internetowa od zera #2,"Robimy Twoją stronkę prywatną. Początek Twojego portfolio :) Stronę tworzymy od zera, ale pewne zagadnienia mogą być dla Ciebie niezrozumiałe. Część wytłumaczę w kolejnym filmie, ale część wymaga obejrzenia innych filmów.

Jeśli jest za trudne dla Ciebie, to zrób w kolejności:
1. - seria filmów od zera. Możesz pominąć pierwszy film (7 filmów). https://www.youtube.com/watch?v=hRtMPOSLAVo&list=PLTs20Q-BTEMNcQ0yXs140XuRe7kEyvtK4 
2. - pierwsza prosta strona (4 filmy) - https://www.youtube.com/watch?v=TZMVsQkDs58&list=PLTs20Q-BTEMMr0QfJorv_ccuiYwIXOTZL
3. - zasady działania selektorów i css (3 filmy): https://www.youtube.com/watch?v=1Dxf9ZFER4I&list=PLTs20Q-BTEMPrVIKGsXDKL5cbvIaWayXj


Ale skoro już zaglądasz tutaj zajrzyj na http://websamuraj.pl  :) Możemy uczyć się razem stacjonarnie.

Picker nazywa się ColorZilla

Muzyka w filmie https://soundcloud.com/a-himitsu","['kurs', 'strona internetowa', 'landing page', 'nauka', 'prosta strona']",2017-09-06T18:59:22Z,49671,835,,108,PT38M41S,hd,false
854,P1DXymmSq7U,Samuraj Programowania,Naucz się robić proste stronki internetowe #1,"Tworzymy małą stronę internetową. Być może masz aspiracje zawodowe, być może chcesz nauczyć się hobbistycznie by postawić własną stronkę czy bloga. Spróbuj, udowodnię Ci że się da. Dzisiaj przygotowujemy sobie środowisko do pracy. 

Zapraszam do nauki ze mną na Platformie Studiuję IT (https://studiuje.it)
-------
Strona jest od zera, ale dobrze gdy będziesz miał(a) już umiejętności z innych moich filmów:

Jeśli jest za trudne dla Ciebie, to zrób w kolejności:
1. - Seria filmów kompletnie od zera. Możesz pominąć pierwszy film (7 filmów pozostałych trzeba zobaczyć). https://www.youtube.com/watch?v=hRtMPOSLAVo&list=PLTs20Q-BTEMNcQ0yXs140XuRe7kEyvtK4 
2. Pierwsza prosta strona www, którą robimy wspólnie (4 filmy) - https://www.youtube.com/watch?v=TZMVsQkDs58&list=PLTs20Q-BTEMMr0QfJorv_ccuiYwIXOTZL
3. Zasady działania selektorów i css (3 filmy): https://www.youtube.com/watch?v=1Dxf9ZFER4I&list=PLTs20Q-BTEMPrVIKGsXDKL5cbvIaWayXj

Muzyka: https://soundcloud.com/a-himitsu","['kurs', 'strony internetowe', 'podstawy', 'html', 'css', 'jquery']",2017-09-04T19:10:30Z,63781,1336,,136,PT27M37S,hd,false
855,-HPXMa7UwWU,Samuraj Programowania,4 wrzesień i websamuraj. Zapraszam na nowy kanał i landing page od zera.,"1. Zapraszam na ""nowy"" kanał: 
https://youtu.be/MipMZRsomA4 - film
https://www.youtube.com/channel/UCG9DroUJr8wTCMcUbY4CKQA - kanał

2. Zapraszam do nauki ze mną na http://websamuraj.pl

Muzyka: https://soundcloud.com/a-himitsu","['humansita programista', 'nauka programowania', 'kanał websamuraj']",2017-08-27T17:58:55Z,10252,364,,53,PT6M42S,hd,false
856,M4rCXD2kfO0,Samuraj Programowania,Sztuczna Inteligencja w Grze - Gra Pong w JavaScript 7 z 8,"Co zrobić, żeby pograć z w miarę ogarniętym komputerem w Ponga :) Kontynuujemy tworzenie gry pong w JavaScript. Dziś zajmujemy się AI czyli sztuczną inteligencją naszego przeciwnika. Nie będzie za mądra gdyż nie możemy dopuścić by zniszczył świat lub by z nami wygrała.
---
Chcesz nauczyć się JavaScript? Chcesz nauczyć się programować? Zapraszam do nauki ze mną w kursach na mojej platformie Studiuję IT (https://studiuje.it). Nowe aktualizacje i bonusy w 2022 :) 
---
kod gry: https://codepen.io/websamuraj/pen/BdVpxy
 
7 z 8 części kursu w którym tworzymy grę Pong (tenis) w JavaScript od zera.

Cały gra od odcinka 1: https://www.youtube.com/playlist?list=PLTs20Q-BTEMOkuuIEuWhoHYM9uTXDy1wG

Muzyka w filmie: https://soundcloud.com/a-himitsu","['AI', 'sztuczna inteligencja', 'gra w javascript', 'łatwa gra', 'jak zrobić grę', 'javascript']",2017-08-23T20:05:56Z,15710,325,,59,PT31M14S,hd,false
857,9Qd5_-9TYa0,Samuraj Programowania,Tablice i kilka słów o dziedziczeniu - Kurs JavaScript #17 (2/2),"Kontynuujemy temat tablic w JavaScript. Przy okazji kilka zdań na temat dziedziczenie. Już wkrótce wiele tematów poświęconych programowaniu obiektowemu dlatego robię małe intro w jeden z ważniejszych tematów. Do tematu Array jeszcze wrócimy pod koniec kursu.

Cały spis treści mojego kursu JavaScript od podstaw do programowania obiektowego: https://docs.google.com/document/d/19_VgIZCcgxL43DoqNYGX0z26wc5Ps2Vo1v8YKOZkrbY

Zapraszam do nauki ze mną na platformie Studiuje IT (https://studiuje.it)


#array #javascript","['javascript', 'kurs', 'tablice', 'array', 'metody tablic', 'java script']",2017-08-20T09:35:55Z,24672,693,,113,PT23M15S,hd,false
858,QxMdNb-hZPs,Samuraj Programowania,Gra Pong w JavaScript - przyśpieszenie 6/8,"Skupiamy się na przyśpieszeniu piłki podczas gry, ale zrobimy też pracę domową z poprzedniego odcinka (zabezpieczenie przed wychodzeniem rakietek za pole do gry) i zrobimy wstęp do sztucznej inteligencji.

---
Chcesz nauczyć się JavaScript? Chcesz nauczyć się programować? Zapraszam do nauki ze mną w kursach na mojej platformie Studiuję IT (https://studiuje.it). Nowe aktualizacje i bonusy w 2022 :) 
---

Gra w JavaScript (canvas)- bez frameworków, od podstaw. Naucz się tworzyć proste gry przeglądarkowe. Naucz się programować w JavaScript.

Kod źródłowy z komentarzem na codepen (zawiera kod z tej lekcji)
https://codepen.io/websamuraj/pen/zdPVaO

Cała playlista ""Gra w JavaScript"":
https://www.youtube.com/playlist?list...

Zostało nam:
7 - AI i uderzenie w rakietkę (wykrywanie i reakcja)
8 - End Game i elementy losowości oraz co jeszcze warto zrobić w tej grze.","['programowanie gry', 'gra w javascript', 'gra od zera', 'gra od podstaw', 'gra pong', 'jak zrobić grę', 'javascript', 'canvas']",2017-08-18T18:15:00Z,10777,224,,31,PT19M54S,hd,false
859,I8Ap57E2uxs,Samuraj Programowania,Tablice (Array) w JavaScript #17 (1/2),"Czym są tablicę w JavaScript i jak je tworzymy. 17 dzień kursu programowania w JS. 
W tym odcinku podstawy. Ten odcinek podzielimy sobie na dwie części. 

Cały spis treści mojego kursu JavaScript od podstaw do programowania obiektowego: https://docs.google.com/document/d/19_VgIZCcgxL43DoqNYGX0z26wc5Ps2Vo1v8YKOZkrbY

Zapraszam do nauki ze mną na platformie Studiuje IT (https://studiuje.it)

#javascript


Muzyka: https://soundcloud.com/a-himitsu","['tablica', 'array', 'javascript', 'kurs']",2017-08-17T13:36:29Z,23303,513,,18,PT17M45S,hd,false
860,yah902sp_NM,Samuraj Programowania,"Zmienne w CSS - JavaScript i CSS - projekt ""na 100%"" (2/2)","Jak korzystać z wbudowanych zmiennych w CSS i w jaki sposób je modyfikować za pomocą JavaScript.

CSS Variables + JavaScript
- jak tworzymy zmienne w css
- jak używamy zmiennych css
- jak zmieniamy DYNAMICZNIE zmienne css za pomocą JavaScript

JavaScript i CSS to dwa najważniejsze narzędzia w rękach web developera, świetnie sprawdzają się też przy zmiennych css.

Zapraszam na kursy stacjonarne w Łodzi i Warszawie:
http://websamuraj.pl

Projekt 1 - zmienne CSS w praktyce (część 2 z 2)
Część 1: https://youtu.be/pxicp-1Te4M
Część 2: https://youtu.be/yah902sp_NM
--
CSS Variables ma na chwilę obecną ponad 70% dostępność i integracje w nowych przeglądarkach z wyjątkie IE (ach te IE) http://caniuse.com/#search=css%20variables

#50projektow50tygodni 
ten tag doprowadzi Cię do wszystkich projektów tej serii.

Cała seria 50 projektów w 50 tygodni dostępna tutaj:
https://www.youtube.com/playlist?list=PLTs20Q-BTEMNypfbXWdgiWzKK2mIRtlZR

Projekt do obejrzenia: http://www.samurajprogramowania.pl/50/zmienneCSS/

Kod źródłow na codepen:
https://codepen.io/websamuraj/pen/ZJJYXa

Obrazek: https://goo.gl/bn7ryw

muzyka: https://soundcloud.com/a-himitsu

Zapraszam do wspólnej nauki początkujących webdeveloperów i programistów.","['zmienne css', 'javascript', 'tutorial', 'css zaawansowany']",2017-08-16T21:31:32Z,7576,238,,47,PT33M19S,hd,false
861,pxicp-1Te4M,Samuraj Programowania,"Zmienne w CSS -  JavaScript i CSS - projekt ""na 100%"" (1/2)","Jak korzystać z wbudowanych zmiennych w CSS i w jaki sposób je modyfikować za pomocą JavaScript.

JavaScript i CSS to dwa najważniejsze narzędzia w rękach webdevelopera, świetnie sprawdzają sie też przy zmiennych css.

Projekt 1 (część 1 z 2)
Część 1: https://youtu.be/pxicp-1Te4M
Część 2: https://youtu.be/yah902sp_NM

CSS Variables + JavaScript
Z jakich technik skorzystamy w tym projekcie:

Wykorzystujemy jednostki REM dla wyznaczenia rozmiarów elementów (głównie czcionek).

Media Queries - by lepiej wyglądało na mobile.

Importujemy fonty z Google Fonts i bibliotekę czcionek Font Awsome.

Układamy layoput za pomocą position absolute.

Używamy świetnego rozwiązania dla tła bakgorund-size: cover;

Skorzystamy z input typu range, który pozwali nam ustawić oczekiwaną wartość 

--
CSS Variables ma na chwilę obecną ponad 70% dostępność i integracje w nowych przeglądarkach z wyjątkiem IE (ach te IE) http://caniuse.com/#search=css%20variables

#50projektow50tygodni 
ten tag doprowadzi Cię do wszystkich projektów tej serii.

Cała seria 50 projektów w 50 tygodni dostępna tutaj:
https://www.youtube.com/playlist?list=PLTs20Q-BTEMNypfbXWdgiWzKK2mIRtlZR

Projekt do obejrzenia: http://www.samurajprogramowania.pl/50/zmienneCSS/

Kod źródłow na codepen:
https://codepen.io/websamuraj/pen/ZJJYXa

Obrazek: https://goo.gl/bn7ryw

Zapraszam do wspólnej nauki początkujących web developerów i programistów.","['javascript', 'css', 'projekty', 'css variables', 'zmienne css', 'dom javascript', 'natywne zmienne css', 'webdeveloper', 'programista']",2017-08-11T16:20:49Z,19770,332,,51,PT34M30S,hd,false
862,YvJY6z6Xwr4,Samuraj Programowania,Closures (domknięcia) w JavaScript - kurs programowania #16,"Kurs programowania w JavaScript od podstaw. Przed Tobą odcinek 16, w którym na warsztat bierzemy mechanizm closure (domknięcie). Na czym polegają domknięcia/closures? - tego nauczysz się w tym odcinku. Tym tematem kończymy funkcje na tę chwilę.

#javascript #kurs #closure

Cały spis treści mojego kursu JavaScript od podstaw do programowania obiektowego: https://docs.google.com/document/d/19_VgIZCcgxL43DoqNYGX0z26wc5Ps2Vo1v8YKOZkrbY

Zapraszam do nauki ze mną na platformie Studiuje IT (https://studiuje.it)","['kurs', 'java script', 'javascript', 'closure', 'domknięcia', 'closures', 'nauka javascript', 'javascript od podstaw']",2017-08-09T16:46:31Z,30764,847,,81,PT30M3S,hd,false
863,rZ2pK5OAesc,Samuraj Programowania,Nowości w CSS (typu css grid) - kiedy zacząć używać.,"Najpeirw trochę zasad i przemyśleń a następnie popiszemy trochę kodu i poznamy zapytanie @supports, bardzo istotne w pracy z nowymi modułamy (własciwościamy).
#css #grid","['css', 'css gird', '@supports', 'modyły css', 'nowości css']",2017-07-30T10:10:34Z,15232,442,,44,PT19M42S,hd,false
864,8xKvMuq0FdA,Samuraj Programowania,css3 i css4 - co jest lepsze?,"Tytuł trochę prowokacyjny ;) W tym filmie w ciągu 3 minut (tak planowałem) chciałem Wam opowiedzieć o tym czym jest CSS3 i czym jest CSS4 (bardziej czym nie są). Mam nadzieję że style css i ich numeracja będzie teraz dla Was zrozumiała. I pamietajcie, zawsze podkreślajcie jakie to css jest fajne i trudne (a co tam, niech nas podziwiają ;) )  Ps. uczcie się css, bo zawsze znajdzie się dobrze płatna praca dla speców od styli (którzy jeszcze coś tam potrafią oprócz tego :)

#css3 #css4

Ps. przepraszam za literówki na slajdach, ale miałem godzinkę na przygotowanie materiału i coś przeoczyłem.

Specyfikacja css1: https://www.w3.org/TR/REC-CSS1/#class-as-selector

Yahoo ze stylami z css1: https://web.archive.org/web/19970605005803/http://www.yahoo.com:80/

Specyfikacja css2: https://www.w3.org/TR/REC-CSS2/
Specyfikacja css2.1:  https://www.w3.org/TR/CSS2/

--
http://samurajprogramowania.pl - juz wkórtce zapraszam na stronę na której informacje o kursach dla webmasterów i javascript developerów.

Muzyka w tle:
Ocean by THBD https://soundcloud.com/thbdsultan
Creative Commons — Attribution 3.0 Unported— CC BY 3.0","['css4', 'css3', 'style css', 'nowości css']",2017-07-28T12:33:23Z,10149,420,,37,PT13M4S,hd,false
865,JNf9dOXiDuA,Samuraj Programowania,Gra Pong w JavaScript - sterowanie myszką 5/8,"Dziś zobaczymy w jaki sposób sterować naszą rakietką za pomocą myszy. Odcinek 5 z 8.

---
Chcesz nauczyć się JavaScript? Chcesz nauczyć się programować? Zapraszam do nauki ze mną w kursach na mojej platformie Studiuję IT (https://studiuje.it). Nowe aktualizacje i bonusy w 2022 :) 
---

Gra w JavaScript - bez frameworków, od podstaw. Nacz sie tworzyć proste gry przeglądarkowe. Naucz się programwoać w JS, bo warto, oj warto :)

Kod źródłowy z komentarzem na codepen (zawiera kod z tej lekcji, ale też przyśpieszenie, wiec mozesz podpatrzeć sobie jak to zrobimy :):
https://codepen.io/websamuraj/pen/MvYqjG

Cała playlista ""Gra w JavaScript"":
https://www.youtube.com/playlist?list=PLTs20Q-BTEMOkuuIEuWhoHYM9uTXDy1wG","['javascript', 'gra', 'tutorial']",2017-07-27T13:50:29Z,13864,313,,45,PT16M43S,hd,false
866,TRh-BZt3vNg,Samuraj Programowania,Gra Pong w JavaScript 4/8 - wykrycie kolizji,"Kolejny odcinek w którym robimy od podstaw grę pong (tenis) w JavaScript. Tym razem wykrywamy zdarzenie uderzenie w krawędź i zmieniamy kierunek lotu piłki.

Kod źródłowy z komentarzem na codepen (zawiera też kod z kolejnej lekcji czyli przyśpieszenie i sterowanie):
https://codepen.io/websamuraj/pen/MvYqjG

Cała playlista ""Gra w JavaScript"":
https://www.youtube.com/playlist?list=PLTs20Q-BTEMOkuuIEuWhoHYM9uTXDy1wG

---
Chcesz nauczyć się JavaScript? Chcesz nauczyć się programować? Zapraszam do nauki ze mną w kursach na mojej platformie Studiuję IT (https://studiuje.it). Nowe aktualizacje i bonusy w 2022 :) 
---

#javascript #BedeRobilGre #canvas

Jeśli chcesz się dowiedzieć:
- jak zrobić prostą grę w JavaScript
- uczyć się programowania w JavaScript
To ten kurs jest dla Ciebie :)","['kurs', 'tutorial', 'gra od zera', 'gra w javascript', 'gra tenis', 'programowanie gier']",2017-07-26T07:37:31Z,14483,310,,46,PT12M7S,hd,false
