,video_id,comments
767,CALuHWs_Ab0,"['Czy w Form w Input musi znajdować się  value={props.value} z App. Czy metoda onChange nie wystarczy tutaj ? bo przekazuje ona dane do value w state w App i pozwala na wpisanie czegoś w Input. Do nauki usunąłem value={props.value} w Form i wszystko działa tak samo.', 'bingewatching... :D', 'Panie Bartku z tym, że nazwy jakie się chce to bym tak nie szalał, ponieważ po zadaniu rekrutacyjnym dostałem uwagę że nazwy funkcji muszą wskazywać dokładnie co będzie robiła funkcja. Tak po za tym to super kurs. Pozdrawiam', 'Dałem łapkę w górę podczas reklamy przed filmem. Nie przestawaj nagrywać.']"
768,0MkQnkbWYYI,"[""./src/index.js \nModule not found: Can't resolve './Appcomponents/App' in \n\na mi wyskoczył taki bąd i nie wyświetla si miasto"", 'Jakie masz poinstalowane dodatki w Visual Studio? Nie działają mi te same skróty klawiszowe co u Ciebie.']"
769,fMB7aNN5ot4,"['Ale mr jajo', 'Zarejestrowałam się na api.openweathermap.org, generuję kody i wpisuję w przeglądarkę adres np. ttp://api.openweathermap.org/data/2.5/weather?q=Katowice&APPID=21d1ca29d30645c6dd30ec597fc388c9&units=metric. I dostaję błąd 401 i message: Invalid API key. Please see http://openweathermap.org/faq#error401 for more info."" I nie wiem o co chodzi. Ktoś pomoże?', 'Już się nie mogę doczekać, kiedy przerobie materiał na udemy do tego momentu :)', 'Serdecznie polecam kursy tego pana na udemy! Definitywnie nie są to zmarnowane pieniądze, raczej inwestycja w siebie, własny rozwój. Idealna opcja dla każdego kto jest zainteresowany front endem.', 'Bartku kiedy kurs NodeJs ??', 'Bartku, tu są publicznie dostępne dane API stacji meteo z IMGW, fajnie jeśli byś\xa0może kiedyś\xa0( zamiast sprzątać ) dograł odcinek jak podstawić ikonki (chmurki itp)  fajnie by było, pozdro i dzięki za kurs\nhttps://danepubliczne.imgw.pl/api/data/synop', 'fajne', 'Uważam, że jest to jeden z nielicznych polskich kanałów, gdzie wiedza jest przekazana z czystej pasji. 😉 Wiem jedno, że nie będę żałował na kupienie kursu od Ciebie na udemy 😁', 'Znalazłem twój kanał, myślę ze mi się przyda by ruszyć w świat webdevu. Zajmowałem sie zawsze devopem ale mysle sie przerzucić na programowanie webowe ale czarna magia dla mnie :c', 'Fajny film']"
770,re9VtLMkO6s,"['Do twarzy Ci Bartuś', 'Dzięki za filmik', 'Wstań następnym razem wcześnie rano, nie bądź flejtuchem.  Postanów sobie, że raz w tygodniu dobrze wysprzątasz mieszkanie z całą rodziną lub najmij sprzątaczkę. A gdy już nie masz nic do zrobienia w domu zasiądź przed komputerem.  Ludzka fizjonomia składa się z 50 % wysiłku fizycznego i 50 % wysiłku umysłowego. Uzależnienie się od internetu może godzić w nie jednego domownika.', 'Wszystkiego najlepszego w Nowym Roku - Dziękuje za tak pouczający kanał myślę że nie jestem wyrazicielem tylko własnej odosobnionej opinii lecz mówię czy też pisze  w imieniu  wielu głodnych nauki ludzi ponieważ wiedza to potężna broń,a nauka jest środkiem by cel ten osiągnąć i posiąść jej nieograniczone możliwości by skutecznie paraliżować głupotę , która jest tuż za rogiem i mami obietnicami awansu społecznego ludzi nieprzygotowanych - gotowych jednak poświęcić swój cenny czas w zamian za iluzoryczne owoce jutra. Honore!!!', 'Ok nagranie. Like.', 'dowiedziałem się o refernecji więc czas nie zmarnowany', 'O matko już react, to żem się opuścił :v', 'Bartku, będzie w kursie o react-router?', 'A ja offtopem co to za sluchawki masz :)', 'Jaki program mam pobrać, aby programować w JavaScript. Chcę mieć taki, aby nie potrzebował WIFI']"
771,YFkmnwU1I1k,"['Lekki stresik :) Ale materiał bomba, pryzda się dodatkowa wiedza! Pozdrawiam', 'Filmik nie ma żadnych walorów dydaktycznych. Kolo mówi co wie, ale nic nie tłumaczy. Trochę słabe jak a kanał Samuraja...', 'Bartek Kaczor gowno sie znasz na robocie to trzeba dns sprawdzic', '3:12 można przecież zobaczyć widok strony w zakładce preview...', 'będziesz robił poradnik jak zrobić api', 'Święty film i pierwsza łapka poszła :)']"
772,BNZSWtqu5yI,"['Hej, dzięki za prezentację. \nJest ten kodzik na githubie gdzieś?', 'Jest jakaś możliwość wsparcia kanału?', 'pierwsze 10 min ok a potem mam wrażenie był przeskok  i prezentacja została skierowana do osób które już coś robiły w  react', 'Po co używać Next js skoro jest to server-side rendering? Czy client-side rendering nie jest lepszym rozwiązaniem?', 'Odpisz jak zrobić gre podobną do shakes & figdet albo HeroZero', 'Co to, skąd to, czego tak a nie inaczej... wiedza tajemna.', 'Dziękuje!', 'Dziękuję za kolejny materiał. Macie jakieś pomysły jak poskromić beautify przed rozsypywaniem kodu jsxa? Dodatek prettier załatwi sprawę? Zaczynam przygodę z reactem i na razie piszę bez żadnego formatowania z uwagi na ten problem. Dzięki za pomoc']"
773,OnBhxjY7hKU,"['Polecam obejrzenie w prędkości x1.25 - nie prezentuję na co dzień i jak widać mam nad czym pracować ;)\n\n\nLinki z końca prezentacji:\n\n\n- ReactJS - Getting Started\n  https://reactjs.org/docs/getting-started.html\n\n\n- Let there be peace on CSS - o CSS-in-JS i nie tylko\n  https://www.youtube.com/watch?v=bb_kb6Q2Kdc\n\n\n- Separation of concerns RANT - FunFunFunction\n  https://www.youtube.com/watch?v=0ZNIQOO2sfA\n\n\n- Give it five minutes - Jason Fried\n  https://signalvnoise.com/posts/3124-give-it-five-minutes\n\n\nNewslettery które mi się przydały: JavaScript Weekly, Frontend Focus, ES.next News i Node Weekly.\nMożna je znaleźć tu: https://cooperpress.com/publications/ i http://esnextnews.com/.', 'Dramat...', '1.5x prędkość i od 30min można zacząć :) ogólnie spoko. :)', 'fajnie że się starasz, szacun że w ogóle wystąpiłeś publicznie, ale tak szczerze to nie nadajesz się do tego. strasznie ciężko mi się tego słucha, nawet przy prędkości 1.5 czuję, że zaraz usnę :D chociaż nie krytykuję, bo rozumiem że trema itd. jednak po prostu uważam że może 1% osób poświęci swoje 58 minut z życia na obejrzenie tego przemówienia :)', 'Racja speed 1.5 i jazda ;)', 'Bardzo fajna prezentacja. Widać że chłopak nie jest urodzonym mówca jak Naczelny  Prime z lepszego sortu,  ale po paru wystąpieniach opanuje tremę i będzie występował jak się patrzy. Na pewno uzmysławia aby uczyć się reacta i daje fajna dawkę wiedzy teoretycznej o genezie.', 'Fajny materiał, dzięki!', 'Prezentacja na 20 minut pokazana w 50 minut, poza tym fajnie :)', 'Dzięki za materiał !', 'Lepiej przyspieszyć, niż gdy ktoś mówi za szybko a wtedy prezentacja zjebana. Fajny materiał']"
774,tBAU_zEhI4s,"['Genialny poradnik', 'Dzięki za poradnik, przydał się :)', 'Jeszcze mam takie małe pytanie dlaczego przy if czasem nie piszesz { } ?', 'Dzięki za serie. Postaram się zrobić airHockey korzystając z tej wiedzy']"
775,V9OzizN0mwI,"['jakim cudem ogarnąłeś JS na takim poziomie w miesiąc. Masz doświadczanie w innych językach?', 'Dlaczego używasz ES6 jeśli nie jest wspierany przez wszystkie przeglądarki ?', 'No rzeczywistoście z audio trochę lipa, jeśli już to wydaje mi się że Samson gomic do takich poradników na luzie da radę, a używki są po około 100 złotych, pozdrawiam 🖐️', 'Czy if zadziała na zmienną o wartości 0 lub 1 ? Przy 0 się nie wykona a przy 1 tak ??', 'Proszę, zadbajcie o dźwięk. To jest 40 minutowy odcinek, po jednej minucie już nie chce się słuchać.']"
776,EaQ-gJtcZpY,"['Tłumaczone w taki sposób, że idzie się zgubić', 'Daje ci plusa  za  chęci, główkowanie,  chęci i za  aktywność w ogóle( chęci nie przypadkowo dwa razy) natomiast, sam materiał nadaje się do zredagowania i wprowadzenia objaśnień ponieważ  to mogło by mu dać dużo większą czytelność i jakosć jako materiał z którego  można się uczyć. Powodzenia  - kciuk w górę', 'okolice minuty 32 - wzwyż można się nieźle pogubić... dodawanie nawiasów w poziomo przewijanym kodzie jest mało czytelne.... tak jak wklejanie fragmentów kodu w danym ""wężu"".', 'Lepszy mikrofon by się przydał bo boli w uszy', 'Jestem 3. W wyswietleniach a 1. w komentarzach']"
777,0gLWFRw73zw,"['Bardzo fajny film :) Dzięki :D', 'dlaczego wszyscy uzywaja setInterval zamiast requestAnimationFrame ktore jest lepsze dla tego typu zadan', 'Próbuje coś zrozumieć ale to nie jest takie proste 😅. Chyba muszę kupić kurs u Samuraja 😉', 'Super! Dziekuje!']"
778,dShAg3PvZ8Y,"['Pomocny film :) Dzięki!', 'Niby to samo ale podejście całkowicie inne. Trochę otwiera oczy i pokazuje nowe możliwości- podoba się czy nie na pewno uczy :) uważam że suuuper!!!  Pozdrawiam', 'Witajcie - a ja mam pytanko: Jak i co ustawić w Visual Studio Code, aby przy takim projekcie po wybraniu F5 odpalała się wybrana przeglądarka. Np. Edge?\nDzięki z góry.', 'Super tak trzymać, mam tylko pytanie natury projektowej:\n\n""directionX"" jest typu bool, ale co gdy piłeczka stoi w miejscu? Rozumiem, że taką sytuację będzie rozstrzygać inna zmienna (sppedX ==  0)? Czy nie lepiej byłoby zrezygnować ze zmiennej ""directionX"" dla piłeczki a zamiast tego speedX przemianować na ""vectorSpeedX"", wtedy jednocześnie mamy prędkość i kierunek w jednej zmiennej?\n\nNie chodzi mi o oszczędność pamięci bo tym przypadku nie ma to większego znaczenia, tylko czuję że coś mi tu nie pasuje. Jeżeli ""directionX"" wskazuje, w którą stronę piłka się porusza to inna zmienna może wskazywać na to, że żadna z tych wartości nie jest prawdziwa. Tak, wiem że na stan obiektu składają się jego wszystkie pola, ale wydaje mi się, że to mogłoby być źródłem przyszłych błędów.\n\nTe zmienne są redundantne, bardziej widziałbym tu funkcję(metodę) albo  może lepiej by było mieć dwie zmienne ""isDirectionRight"" i ""isDirectionLeft"". Przedrostek is- wskazuje na typ bool a nazwa na konkretną sytuację. Trzeci sposób to enum, według mnie trochę lepszy:\n\nvar DIRECTIONS = { ""LEFT"" : 1, ""RIGHT"" : 2, ""NONE_OF_THEM"" : 0}\nObject.freeze(DIRECTIONS)\n...\nthis.directionX = DIRECTIONS.LEFT\n\nW tej grze nie ma sytuacji żeby piłeczka stała w miejscu, ale w innych grach może być inaczej  i obecny kod nie jest w 100% przenośny. Zakładam, że nie mam racji, więc niech mnie ktoś oświeci. Z góry dzięki :D', 'Super odcinek, leci lajk :D', 'Super! Dziekuje!', 'wytłumacz mi jak to jest, ten cały ""pong"" w programie Clickteam Fusion 2.5 zrobiłbym w nwm 3 minuty bez żadnego kodu, a tutaj jest z tym tyle roboty', 'ile razy mozna walkowac tgo ponga xD?', 'Jeśli potrafisz sam zaprogramować grę pong to czemu tylko marzysz o posadce juniora a nie wprowadzisz tego w życie?', 'Hura! Znowu poznamy 3/4 ""innego"" podejścia do PONG\'a  :D :D :D']"
779,BMTxyvvQMhE,"['Hej MLODY Czlowieku :)  Ja mam ponad 50 lat ale w glowie ciagle maj. Calkiem niedawno zmienilem prace, z budowlanki przez 25 lat do technika informatyki, takze przygotowuje sie do egzaminu Cisco CCNA i administracji sieci ale tez dla czystej przyjemnosci jezykow programowania. Na dodatek to wszystko w innych jezykach niz polski. Kilka dni temu stwierdzilem ze po polsku tez zaczne sie uczyc aby lepiej i szybciej przyswajac wiedze.Samuraj jest moim faworytem jesli chodzi o sposob przekazywania wiedzy.Tak wiec zachecam  ( ronin v ) do zmiany pracy i zycia na lepsze.', 'cool', 'Ktoś wie co się dzieje z naszym Samurajem ??? :)', 'Hej, mozecie polecic jakis fajny tutorial jak dotyczacy githuba w polaczeniu z VSC. Jak zapisaywac prace w postaci repozytorium na githubie korzystajac z VSC. Z gory dzieki!', 'Cześć mam problem z Brackets, m.in. chodzi o to, że nie mogę stworzyć nowego pliku, podczas gdy chcę to zrobić wyskakuje mi komunikat:""Nie można utworzyć pliku plik. Błąd podczas próby stworzenia pliku plik ""index.html"". Nie można zmodyfikować folderu docelowego."" Proszę o pomoc. Z góry dziękuję. :)', 'Hej Bartku, mam takie pytanie z innej beczki, mam problem z transform: rotate, uzywam width 110% i left -5% jest ok,mam zapelniona cala szerokosc okna przegladarki ale jesli probuje to samo z robic z bottom:-5%; by zapelnic dalna czesc okna przegladarki to nic sie nie zmienia. Czy bys byl w stanie mi pomoc jesli znajdziesz czas czywiscie. Przesylam codepan https://codepen.io/jachoo83/pen/BOXWvr. Pozdrawiam serdecznie', 'Panie Bartłomieju, byłaby szansa żeby zrobić coś w Bootstrap Studio 4? Pozdrawiam', 'Jako ciekawostka artykuł na temat powstania JavaScript, trochę ""ku przestrodze"" ;) https://piecioshka.pl/blog/2016/12/02/historia-jezyka-javascript.html', 'prawie 40 letni ze mnie dziad, ale prace to bym z checią zmienił :)', 'Taki mały komentarz co do odmiany dat. \nDwutysięczny odmieniamy tylko w roku 2000, natomiast 2009 to już dwa tysiące dziewiąty. \nProszę nie odebrać jako złośliwość, to tylko mały szczegół, zdarza się. :)\nWprowadzenie bardzo dobre : )']"
780,OR0U9GqUcZE,"['Część. Znajdź twoje kursy do tej pory, to i ten będzie w pełni wypasiony. Superr', 'Hej Bartku, od przyszlego tygodnia zaczunam nauke JS bo skupilem sie ostatnio jeszcze na poprawie swoich projektow(czysty CSS i HTML). Niestety kod do kursu JS nie dziala:(. Czy moglbys to dla nie sprawdzic prosze. Pozdrawiam serdecznie', 'Raper programowania. Super i dzięki za twój wkład oraz mega dobrą cenę. Pozdrawiam', 'Witam Bartku. Czy będą do tego kursu takie bonusy jak wcześniej?', 'Do kiedy cena 47zl?', 'Panie Bartku, ponad 1,5 roku temu zainspirował mnie Pan swoim nagraniem. Od tego czasu uczę się, aby zostać programistą. Uczestniczę w Pana kursie. Jest bardzo obszerny i nie ukrywam - jest tego dużo. Ale to dobrze, bo jeśli jest trudno, to znaczy że jest warto. Dziękuję za Pański wkład i zaangażowanie, bo wkłada Pan w przygotowanie kursu masę wysiłku.', 'Oglądam Cię od początku, a dopiero teraz na Udemy przeczytałem, że uczyłeś się w Sochaczewie, ja pochodzę z tego miasta.', 'Fajnie jest zobaczyć jak takie pisanie kodu wygląda po twojej stronie, zawsze ciekawiło mnie co się znajduje w otoczeniu tej główki z kursu, a teraz mam na to okazję. Kończę kurs 2 i zabieram się w takim razie za JS!', 'Bartku motywujesz jak nikt inny. Ja osobiście z niecierpliwością czekam na każdy film, który wrzucisz.', 'Javascript jest za darmo? Skąd można go pobrać?']"
781,aTPgW0YVqig,"['Warto uczyć się JS jeżeli nie chcę tworzyć stronek internetowych? :)', 'Czy to niekryty krytyk?', 'Osobiście nigdy nie zrozumie dlaczego to JS został wybrany przez twórców przeglądarek jako natywny język obsługujący akcję po stronie klienta. Jest tyle składniowo lepszych i przystępniejszych języków programowania jak Java, Ruby czy mój ulubieniec: C#, czy wiele innych. Dla mnie babranie się w JS to jak grzebanie w gónwie bez gumowych rękawiczek. Nielogiczne odwołania, straszne zarządzanie pamięcią, brak spójnej interpretacji i środowiska wykonawczego powoduje, że bez dobrego transpilera czy nakładki w postaci TypeScriptu jego używanie to katorga dla mojej klawiatury. Co nie zmienia faktu, iż efektem końcowym jest dodatkowa tona transpilowanego kodu. Moja odpowiedź na zadane pytanie to: tak, jest przyszłość dla programistów JS, lecz nie jest ona różowa. Serdecznie tym programistom współczuję i liczę na to (chodź wiem, że to marzenie ściętej głowy), że twórcy standardów webowych pójdą po rozum do głowy i zmienią swój wybór w niedalekiej przyszłości. \n\nSam kanał super. Do zobaczenia gdzieś na korytarzu (szkolimy razem w tej samej firmie 😎). Trzymaj się 😀', 'Offtop: Dlaczego React, a nie Vue?\nWłasne przyzwyczajenia i doświadczenie? \nVue wydaje się być bardziej przystępny dla początkujących (choć oba są bardzo do siebie zbliżone), ale prawdą jest, że trudniej póki co wykorzystać go komercyjnie, znaleźć oferte pracy. \nChoć mam nadzieje, że to będzie się zmieniać, bo bardzo kibicuje Vue i pobliskim technologiom. : )']"
782,kzBKSUlSTz0,"['jebać front-endowców', 'Pozdrawiam dobrych chłopaków z 7a Sulechów SHEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEESH', 'Pierwiastek boskości w człowieku 😂 made my day 😊', 'doceniam w Twoich filmikach i kursach to, że w przeciwieństwie do większości kursów a necie masz podejście bardziej ""humanistyczne"", bo nie jesteś ścisłowcem i chyba rozumiesz potrzeby umysłu humanistycznego i tłumaczysz programowanie tak, żeby dotrzeć do kogoś, kto nie siedzi na co dzień w takich typowo ścisłym, abstrakcyjnym myśleniu, bez ozdobników; nie tylko przez to treść jest bardziej zrozumiała, ale przede wszystkim umysł się tak szybko nie nudzi i ni k szybko nie wyłącza, jak w przypadku takiego suchego, do bólu konkretnego przedstawienia tematu', 'przydałyby sie napisy do tego filmiku - istenieje społeczeństwo głuchych, które chciałoby czerpać wiedzę z twoich filmików.', 'Doskonaly wykład. Dziękuję.', 'fajne zdanie o tworzeniu czegoś z niczego, dobrze to ująłeś :) Zawsze podobnie to postrzegałam.', 'Bartku, czy tworzenie stron w HTML CSS i JS ma sens w sytuacji gdy jest coraz więcej cmsów takich jak wordpress?', 'Do JavaScriptu najlepiej chyba pasuje PHP lub Java jako drugi język. Są ludzie znający wiele języków programowania i wybór pierwszego czy drugiego nie determinuje kolejnych, ale  pewne języki naturalnie się uzupełniają. Ja jednak sięgłem sobie po C++ jako drugi język i cały czas mam wątpliwosci czy dobrze wybrałem :( Programuje sobie hobbystycznie.', 'Jestem dinozaurem, czy to czas żeby dać sobie spokój']"
783,suoirQh-8uk,"['jedyną abstrakcją jest klasa abstrakcyjna dla mnie XD', 'Właśnie kończę studia inżynierskie i tak czuję ze zrobiłem błąd.. Nie idąc na programowanie. Mam zaraz 23 lata i dopiero teraz czuję za czym na prawdę chciałbym pójść', 'Jestem kreatywna, bo często potrafię stworzyć coś z niczego, jestem logiczna, bo lubię działać, analizować i wyciągać wnioski, a z mojego myślenia abstrakcyjnego czasem sama się śmieję, bo myśl abstrakcyjna, która mnie nawiedza za nic w świecie nie chce wyjść drogą werbalną i mam trudności w jej wyjaśnieniu innym :D\nJestem plastykiem po studiach biologicznych i pewnie 80% ludzi ma teraz znak zapytania nad głową (WHAAAAT???!!!) i w czasie ostatniego urlopu macierzyńskiego, z rozbabraną JDG zmierzającą ku nicości zastanawiałam się jakie jest moje miejsce w tym świecie, co ja mam, choinka, ze sobą zrobić. \nSkoro kreatywność, logiczne myślenie i czajenie abstrakcji to dobra droga do programowania, to chyba dobrze, że się na ten temat natknęłam (w przypadki nie wierzę, coś zawsze jest po coś od początku Wszechświata ;) ).\nKwestia pozostaje jedna: wybór języka. Matko z córkami, jakie to trudne :(\nNie chcę od razu łapać się na front end (choć technik plastyk powinien chyba iść w tym kierunku), bo frontendowców się produkuje jak mrówków i zanim będę w tym dobra, to trafię na przesyt rynku (tak myślę, bo już dwa razy w innych branżach mi się to zdarzyło :/ ).\nPomoce naukowe, gry edukacyjne czy sztuczna inteligencja to dla mnie ciekawe tematy, więc? Od czego zacząć?', 'Bardzo dobre. Naprowadziłeś mnie...', 'Abstrakcja i Logika niezabardzo się lubią', 'Jak zwykle same konkrety. Super wykład.\nTo idealne zajęcie dla ciebie( śmieje się żona) Cóż abstrakcja, logika kreatywność, to coś czego można się nauczyć, ale też przychodzi samo. \nTakie moje ćwiczenie na abstrakcyjne myślenie. Wykonaj temat, o którym nie masz bladego pojęcia. Pojedź do lasu, lub poleć, niech ktoś cię gdzieś zostawi i se radź.... Mnie, takie działanie bardzo szybko nauczyło i abstrakcji i logicznie kreatywnego myślenia. \n\nPozdro😁😁', 'Trafiłem na twój kanał wczoraj I zacząłem oglądać od początku I mam nadzieję że chłopa uprawniającego ryż stanę się prawdziwym samurajem oczywiście z twoja pomocą! Pozdrawiam', 'No co tu dużo mówić... Uwielbiam pana ;)', 'Witam, znasz może jakieś programy do pisania na telefonie? Ja dopiero raczkuję i na telefonie mam możliwość spędzić ZNACZNIE więcej czasu niż na PC, więc jeżeli znasz jakieś apki do tego to odpowiedz(/zrób o tym specjalny film?).', 'z moim myśleniem analitycznym i bez języka angielskiego jedynie to co mogę zamiatać ulice ewentualnie zabić się.....']"
784,gw7AARP6ImU,"['Dziękuję i zapraszam do kolejnego kursu na Udemy, który będzie dostępny od 17 września. Kurs nazywa się Programowanie w JavaScript i będzie 3 z sześciu etapów projektów od podstaw do pierwszej pracy jako front-end developer. Więcej informacji na websamuraj.pl (pewnie koło środy). Nie ma przedsprzedaży tego kursu. Jeszcze raz wielkie dzięki dla uczestników kursu, ale też dla widzów kanału, którzy oglądali bonusy, ale w kursie nie brali udziału.', 'jedno glupie pytanie, jak obnizyc offset top o np. 10vh? tak zeby okno i wszystkio co zwiazane ze scroll zacznalo sie nizej,na  twoim przykladzie kropki zaczna sie zmieniac 10vh wczesniej,powiedzmy ,ze navbar ma 10vh', ""Hej. Do efektu widocznego na filmiku, chciałem we własnym zakresie dodać możliwość, by po kliknięciu w dane 'li' strona przesuwała się na początek danej sekcji, jednak nie wszystko dzieje się po mojej myśli. Przykładowo, po kliknięciu w 3 kółeczko od góry, niby faktycznie przesuwa mnie do 3 sekcji, jednak u góry ekranu jest jeszcze widoczna druga sekcja o wysokości dosłownie jednego pixela, wskutek czego klasa 'active' jest na drugim 'li', zamiast na trzecim. Ktoś może spotkał się z podobnym problemem?"", 'Mistrzu, jesteś genialny, biorę się właśnie za JavaScript i lecimy dalej, dzięki Twoim kursom jest szansa na to ,że rozpocznę swoja przygodę jako Junior, pozdrawiam.', 'Właśnie dzisiaj kończę ten kurs i zabieram się za JS...Nie było łatwo ale tym bardziej czuję się zainspirowana do dalszej nauki i praktyki, no i pracy w przyszłości. Pozdrawiam', 'a czy kurs sass w front-end zaawansowany to część kursu czy można go sobie zacząć na samym początku nie hronologicznie? bo niema tam dopisku dzien 16 czy coś xd', 'A jak to zrobic, zeby po odswiezeniu strony zostaly zachowane ustawienia scrolla?\nCzekam na obiecane wyjasnienie tej kwestii :)', '""dygresyjka"" jak najbardziej potrzebna :) pozdrawiam ^^', 'Dlaczego scrollValue jest const skoro wartosc jest ciagle podmieniana?', 'Dzięki również, było super i czekam na następne materiały i kursy. Pozdrawiam']"
785,juW_0rGSbIk,"['Nie rozumiem jednej rzeczy w tym js (jak na razie xd). Jeśli zmienna(stała) jest zmienna używamy let, var a jeśli stała to const, ale ta stała const, której Ty używasz tak na prawdę się zmienia. Wartość w niej przechowywana ulega zmianie( np. pozycja scrolla). Jak więc jak to odróżnić? W zasadzie wszystkie te stałe tutaj ulegają zmianie, pobierają  odległość od góry strony, wysokość elementu, a strona jest responsywna więc te liczby ulegają zmianie...', ""Czy ktoś mógłby bardziej wytłumaczyć konkatenacje na przykładzie z filmu ? Nie do końca rozumiem jak działa\n'filter': 'grayscale(' + scrollPos/headerHeight + ')'"", 'Chciałem dać komentarz pod filmem  dotyczące edytorów, ale nie było tam Visual studio code, a dziś przez przypadek coś kliknąłem i teraz pod aktywną zakładką np:index.php mam taką samą nazwę, ale z listą rozwijaną, gdzie są w projekcie wszystkie foldery i ikony. Nie moge tego usunąć, ale mi nie przeszkadza, choć  od początku tego nie było. Może wiesz jak to rozwiązać? Próbowałem deinstalację, ale po zainstalowaniu soft wszystko pamięta.', 'Do kursu na udemy - ciagle nie rozumiem po co sa tworzone dodatkowe zmienne ""odlegloscOdPoczatkuSekcji1 , 2 , 3 ,4"". Czy w instrukcji warunkowej nie lepiej pododawac wysokosci sekcjoi do siebie? \n\n if (wielkoscSkrola < wysokoscSekcji1) {\n    txt.textContent = ""sekcja 1""\n   } else if (wielkoscSkrola < wysokoscSekcji1 + wysokoscSekcji2 ) {\n    txt.textContent = ""sekcja 2""\n   } else if (wielkoscSkrola <  wysokoscSekcji1 + wysokoscSekcji2 + wysokoscSekcji3) {\n    txt.textContent = ""sekcja 3""\n   } else {\n    txt.textContent = ""sekcja 4""\n   }\n\nDaje to ten sam efekt. Wiec czy te zmienne ""odlegloscOdPoczatkluSekcji"" sa tylko w ramach zapoznaina sie z metoda offset.top ? Czy po kiego grzyba :)', ""Jak ustawić aby opacity przy skrolowaniu dochodziło do .0.2 a nie do 0? Zrobiłem coś takiego 'opacity': 1.2 - scrollPos / headerHeight, ale to mi opoźnia także efekt na początku skrolowania co nie jest moim zamiarem."", 'Samuraju kiedy zmieniłeś edytor? Brackets już nie jest fajny?', 'Zna ktoś jakieś kursy/książki albo inne materiały do nauki dobierania kolorystyki na stronach? Bo u mnie to makabra a nie mam pojęcia gdzie się mogę tego nauczyć ;/', 'O ile na Chromie i Operze wygląda ok to na Firefoxie średnio', 'Witam.\nPan zacznie kurs  JavaScript za niedługo?', 'Kiedy  pan aktywuje Programowanie w JS do kupna i wytyczne co będzie robione?']"
786,PaqcszZ7IGc,"['Skąd można uzyskać poradnik jak zrobić do tego wysuwane menu? Proszę o odpowiedź.', 'Jestem zaszczycony.', 'nie mam pojecia jak to zrobić żeby to tak ładnie wróciło dostany z poczatku', 'Samuraj Programowania dlaczego nie ma filmów ?', 'Jaki jest adres do strony z tymi przykładowymi hamburgerami ?', 'Bartku, kiedy szczegóły nt. JavaScriptu?', 'Ja tam na leniwca użyłem z fontawesome 🤣\n\n Swoją drogą dzięki filmom bonusowym z .js zoptymalizowałem swoje skrypty, co przekłada się na szybsze działanie i mniejszą wagę!', 'Mogłeś wziąć pod uwagę dostępność, gdyż w tej postaci jest nieklikalny z poziomu klawiatury', 'Ze względów rodzinnych ostatnie dwa dni bonusowe będą w piątek i sobotę i będą poświęcone efektom przy skrolowaniu. Wytyczna dla kursantów, którzy pokonali już 13. dzień napisałem na Udemy. Wszystkim uczniom najlepszego w nowym roku szkolnym, oby jak najmniej nudnych lekcji, które męczą bardziej niż maraton :) Ps. kurs mi się znowu rozrósł, co zrobić. Przed nami jeszcze projekty: baner/slider, popup/modal, animowane menu hamburger i efekty przy skrolowaniu - tym zajmiemy się w dniu 14 i 15. Wrzucę też dodatkową sekcje poświęconą preprocesorowi Sass. Co i jak napisałem w kursie.', '1']"
787,rLr3jyHR4mA,"['Na kolejny bonus, dla 13. dnia kursu (animowaną ikonkę hamburgera) zapraszam w poniedziałek.', 'Nofullscreen działa tylko na chromie, a co z pozostałymi przeglądarkami? Jakiś inny wpis musi być?', 'Zajebiste', 'Zajebiste', 'Na Chromie film się nie odtwarza mimo, że ma autoplay. Po dopisaniu muted film się odtwarza (Win10 Laptop)', 'gdy wchodzę na stronę z linku wszystko działa jak należy, gdy wpiszę adres lub kliknę odśwież to wideo nie startuje. pytałem w kilku miejscach i nikt nie zna odpowiedzi. może tutaj znajdzie się ktoś mądry znający odpowiedź?', 'juz tak długo słucham twoich filmów na prędkości 1.5 że nie mogłem poznać ze to ty na normalnej hah', 'Nie rozumiem dlaczego przy @media  w bloku deklaracji dla header właściwość height wystarczyła by czarne paski znikneły dla rozdzielczości do 640px Znajdzie się ktoś  kto mógłby mi to  wytłumaczyć? ;)', 'Hello Samuraju, zjadłem dziś wszystkie Twoje burgery, ale zabrakło mi pure CSS o którym wspominałeś w jednym z bonusów :) chodzi mi o input:checked. Może materiał na bonus?', 'też mam wtyczke colorzilla w chrome. Przydaje się']"
